String_Type,Window_m,Unique_Substrings_Sm,LZ77_z,Theoretical_Bound_mz,Ratio
Worst-Case,788,4000,616,485408,0.008240490473993013
DNA,789,2790,20,15780,0.17680608365019013
Worst-Case,789,4000,616,486024,0.00823004625285994
DNA,790,2792,20,15800,0.17670886075949366
Worst-Case,790,4000,616,486640,0.00821962847279303
DNA,791,2794,20,15820,0.17661188369152972
Worst-Case,791,4000,616,487256,0.008209237033510106
DNA,792,2796,20,15840,0.1765151515151515
Worst-Case,792,4000,616,487872,0.008198871835235471
DNA,793,2798,20,15860,0.1764186633039092
Worst-Case,793,4000,616,488488,0.008188532778696713
DNA,794,2800,20,15880,0.17632241813602015
Worst-Case,794,4000,616,489104,0.008178219765121529
DNA,795,2801,20,15900,0.17616352201257862
Worst-Case,795,4000,616,489720,0.008167932696234583
DNA,796,2802,20,15920,0.17600502512562813
Worst-Case,796,4000,616,490336,0.00815767147425439
DNA,797,2803,20,15940,0.17584692597239648
Worst-Case,797,4000,616,490952,0.008147436001890206
DNA,798,2804,20,15960,0.17568922305764412
Worst-Case,798,4000,616,491568,0.008137226182338964
DNA,799,2805,20,15980,0.17553191489361702
Worst-Case,799,4000,616,492184,0.00812704191928222
DNA,800,2806,20,16000,0.175375
Worst-Case,800,4000,616,492800,0.008116883116883116
DNA,801,2807,20,16020,0.17521847690387016
Worst-Case,801,4000,616,493416,0.008106749679783387
DNA,802,2808,20,16040,0.17506234413965088
Worst-Case,802,4000,616,494032,0.008096641513100366
DNA,803,2809,20,16060,0.174906600249066
Worst-Case,803,4000,616,494648,0.008086558522424027
DNA,804,2810,20,16080,0.17475124378109452
Worst-Case,804,4000,616,495264,0.008076500613814047
DNA,805,2811,20,16100,0.17459627329192545
Worst-Case,805,4000,616,495880,0.008066467693796887
DNA,806,2812,20,16120,0.17444168734491314
Worst-Case,806,4000,616,496496,0.008056459669362895
DNA,807,2813,20,16140,0.17428748451053283
Worst-Case,807,4000,616,497112,0.008046476447963438
DNA,808,2814,20,16160,0.17413366336633662
Worst-Case,808,4000,616,497728,0.008036517937508036
DNA,809,2815,20,16180,0.17398022249690975
Worst-Case,809,4000,616,498344,0.00802658404636155
DNA,810,2816,20,16200,0.17382716049382715
Worst-Case,810,4000,616,498960,0.00801667468334135
DNA,811,2817,20,16220,0.17367447595561036
Worst-Case,811,4000,616,499576,0.008006789757714542
DNA,812,2818,20,16240,0.17352216748768473
Worst-Case,812,4000,616,500192,0.00799692917919519
DNA,813,2819,20,16260,0.17337023370233703
Worst-Case,813,4000,616,500808,0.007987092857941566
DNA,814,2820,20,16280,0.1732186732186732
Worst-Case,814,4000,616,501424,0.007977280704553431
DNA,815,2821,20,16300,0.17306748466257668
Worst-Case,815,4000,616,502040,0.007967492630069318
DNA,816,2822,20,16320,0.17291666666666666
Worst-Case,816,4000,616,502656,0.00795772854596384
DNA,817,2823,20,16340,0.17276621787025703
Worst-Case,817,4000,616,503272,0.007947988364145035
DNA,818,2824,20,16360,0.1726161369193154
Worst-Case,818,4000,616,503888,0.007938271996951704
DNA,819,2825,20,16380,0.17246642246642246
Worst-Case,819,4000,616,504504,0.007928579357150786
DNA,820,2826,20,16400,0.1723170731707317
Worst-Case,820,4000,616,505120,0.007918910357934749
DNA,821,2827,20,16420,0.17216808769792935
Worst-Case,821,4000,616,505736,0.007909264912918993
DNA,822,2828,20,16440,0.17201946472019464
Worst-Case,822,4000,616,506352,0.007899642936139286
DNA,823,2829,20,16460,0.1718712029161604
Worst-Case,823,4000,616,506968,0.007890044342049202
DNA,824,2830,20,16480,0.1717233009708738
Worst-Case,824,4000,616,507584,0.007880469045517589
DNA,825,2831,20,16500,0.17157575757575758
Worst-Case,825,4000,616,508200,0.007870916961826053
DNA,826,2832,20,16520,0.17142857142857143
Worst-Case,826,4000,616,508816,0.007861388006666458
DNA,827,2833,20,16540,0.17128174123337364
Worst-Case,827,4000,616,509432,0.007851882096138444
DNA,828,2834,20,16560,0.1711352657004831
Worst-Case,828,4000,616,510048,0.007842399146746972
DNA,829,2835,20,16580,0.17098914354644149
Worst-Case,829,4000,616,510664,0.007832939075399871
DNA,830,2836,20,16600,0.1708433734939759
Worst-Case,830,4000,616,511280,0.007823501799405413
DNA,831,2837,20,16620,0.1706979542719615
Worst-Case,831,4000,616,511896,0.007814087236469909
DNA,832,2838,20,16640,0.17055288461538462
Worst-Case,832,4000,616,512512,0.007804695304695305
DNA,833,2839,20,16660,0.1704081632653061
Worst-Case,833,4000,616,513128,0.007795325922576823
DNA,834,2840,20,16680,0.17026378896882494
Worst-Case,834,4000,616,513744,0.007785979009000592
DNA,835,2841,20,16700,0.17011976047904193
Worst-Case,835,4000,616,514360,0.00777665448324131
DNA,836,2842,20,16720,0.16997607655502392
Worst-Case,836,4000,616,514976,0.00776735226495992
DNA,837,2843,20,16740,0.16983273596176823
Worst-Case,837,4000,616,515592,0.007758072274201306
DNA,838,2844,20,16760,0.16968973747016705
Worst-Case,838,4000,616,516208,0.007748814431391997
DNA,839,2845,20,16780,0.1695470798569726
Worst-Case,839,4000,616,516824,0.007739578657337895
DNA,840,2846,20,16800,0.1694047619047619
Worst-Case,840,4000,616,517440,0.007730364873222016
DNA,841,2847,20,16820,0.16926278240190248
Worst-Case,841,4000,616,518056,0.007721173000602251
DNA,842,2848,20,16840,0.1691211401425178
Worst-Case,842,4000,616,518672,0.007712002961409137
DNA,843,2849,20,16860,0.16897983392645313
Worst-Case,843,4000,616,519288,0.007702854677943646
DNA,844,2850,20,16880,0.16883886255924171
Worst-Case,844,4000,616,519904,0.007693728072874992
DNA,845,2851,20,16900,0.168698224852071
Worst-Case,845,4000,616,520520,0.007684623069238454
DNA,846,2852,20,16920,0.1685579196217494
Worst-Case,846,4000,616,521136,0.007675539590433208
DNA,847,2853,20,16940,0.16841794569067298
Worst-Case,847,4000,616,521752,0.0076664775602201815
DNA,848,2854,20,16960,0.16827830188679246
Worst-Case,848,4000,616,522368,0.0076574369027199215
DNA,849,2855,20,16980,0.16813898704358068
Worst-Case,849,4000,616,522984,0.007648417542410475
DNA,850,2856,20,17000,0.168
Worst-Case,850,4000,616,523600,0.007639419404125287
DNA,851,2857,20,17020,0.16786133960047003
Worst-Case,851,4000,616,524216,0.007630442413051108
DNA,852,2858,20,17040,0.16772300469483567
Worst-Case,852,4000,616,524832,0.0076214864947259315
DNA,853,2859,20,17060,0.16758499413833527
Worst-Case,853,4000,616,525448,0.007612551575036921
DNA,854,2860,20,17080,0.16744730679156908
Worst-Case,854,4000,616,526064,0.007603637580218377
DNA,855,2861,20,17100,0.16730994152046783
Worst-Case,855,4000,616,526680,0.0075947444368497
DNA,856,2862,20,17120,0.1671728971962617
Worst-Case,856,4000,616,527296,0.0075858720718533805
DNA,857,2863,20,17140,0.16703617269544924
Worst-Case,857,4000,616,527912,0.0075770204124929914
DNA,858,2864,20,17160,0.1668997668997669
Worst-Case,858,4000,616,528528,0.0075681893863712045
DNA,859,2865,20,17180,0.16676367869615832
Worst-Case,859,4000,616,529144,0.007559378921427815
DNA,860,2866,20,17200,0.16662790697674418
Worst-Case,860,4000,616,529760,0.007550588945937783
DNA,861,2867,20,17220,0.1664924506387921
Worst-Case,861,4000,616,530376,0.007541819388509284
DNA,862,2868,20,17240,0.16635730858468678
Worst-Case,862,4000,616,530992,0.007533070178081779
DNA,863,2869,20,17260,0.16622247972190035
Worst-Case,863,4000,616,531608,0.007524341243924095
DNA,864,2870,20,17280,0.16608796296296297
Worst-Case,864,4000,616,532224,0.007515632515632515
DNA,865,2871,20,17300,0.1659537572254335
Worst-Case,865,4000,616,532840,0.007506943923128894
DNA,866,2872,20,17320,0.16581986143187066
Worst-Case,866,4000,616,533456,0.007498275396658769
DNA,867,2873,20,17340,0.16568627450980392
Worst-Case,867,4000,616,534072,0.007489626866789496
DNA,868,2874,20,17360,0.16555299539170507
Worst-Case,868,4000,616,534688,0.007480998264408402
DNA,869,2875,20,17380,0.16542002301495973
Worst-Case,869,4000,616,535304,0.007472389520720936
DNA,870,2876,20,17400,0.16528735632183908
Worst-Case,870,4000,616,535920,0.007463800567248843
DNA,871,2877,20,17420,0.16515499425947186
Worst-Case,871,4000,616,536536,0.007455231335828351
DNA,872,2878,20,17440,0.16502293577981653
Worst-Case,872,4000,616,537152,0.007446681758608364
DNA,873,2879,20,17460,0.16489117983963344
Worst-Case,873,4000,616,537768,0.0074381517680486755
DNA,874,2880,20,17480,0.16475972540045766
Worst-Case,874,4000,616,538384,0.007429641296918185
DNA,875,2881,20,17500,0.16462857142857143
Worst-Case,875,4000,616,539000,0.0074211502782931356
DNA,876,2882,20,17520,0.16449771689497716
Worst-Case,876,4000,616,539616,0.007412678645555358
DNA,877,2883,20,17540,0.16436716077537059
Worst-Case,877,4000,616,540232,0.007404226332390528
DNA,878,2884,20,17560,0.1642369020501139
Worst-Case,878,4000,616,540848,0.007395793272786439
DNA,879,2885,20,17580,0.16410693970420934
Worst-Case,879,4000,616,541464,0.007387379401031278
DNA,880,2886,20,17600,0.16397727272727272
Worst-Case,880,4000,616,542080,0.007378984651711925
DNA,881,2887,20,17620,0.1638479001135074
Worst-Case,881,4000,616,542696,0.007370608959712251
DNA,882,2888,20,17640,0.163718820861678
Worst-Case,882,4000,616,543312,0.007362252260211444
DNA,883,2889,20,17660,0.16359003397508493
Worst-Case,883,4000,616,543928,0.007353914488682326
DNA,884,2890,20,17680,0.16346153846153846
Worst-Case,884,4000,616,544544,0.007345595580889698
DNA,885,2891,20,17700,0.16333333333333333
Worst-Case,885,4000,616,545160,0.007337295472888693
DNA,886,2892,20,17720,0.16320541760722349
Worst-Case,886,4000,616,545776,0.00732901410102313
DNA,887,2893,20,17740,0.16307779030439684
Worst-Case,887,4000,616,546392,0.007320751401923894
DNA,888,2894,20,17760,0.16295045045045045
Worst-Case,888,4000,616,547008,0.007312507312507313
DNA,889,2895,20,17780,0.16282339707536558
Worst-Case,889,4000,616,547624,0.007304281769973558
DNA,890,2896,20,17800,0.16269662921348316
Worst-Case,890,4000,616,548240,0.0072960747118050485
DNA,891,2897,20,17820,0.16257014590347924
Worst-Case,891,4000,616,548856,0.0072878860757648635
DNA,892,2898,20,17840,0.16244394618834082
Worst-Case,892,4000,616,549472,0.007279715799895172
DNA,893,2899,20,17860,0.16231802911534154
Worst-Case,893,4000,616,550088,0.00727156382251567
DNA,894,2900,20,17880,0.1621923937360179
Worst-Case,894,4000,616,550704,0.007263430082222028
DNA,895,2901,20,17900,0.16206703910614526
Worst-Case,895,4000,616,551320,0.0072553145178843505
DNA,896,2902,20,17920,0.16194196428571428
Worst-Case,896,4000,616,551936,0.00724721706864564
DNA,897,2903,20,17940,0.16181716833890747
Worst-Case,897,4000,616,552552,0.007239137673920283
DNA,898,2904,20,17960,0.16169265033407573
Worst-Case,898,4000,616,553168,0.007231076273392532
DNA,899,2905,20,17980,0.16156840934371525
Worst-Case,899,4000,616,553784,0.007223032807015009
DNA,900,2906,20,18000,0.16144444444444445
Worst-Case,900,4000,616,554400,0.007215007215007215
DNA,901,2907,20,18020,0.16132075471698112
Worst-Case,901,4000,616,555016,0.007206999437854044
DNA,902,2908,20,18040,0.16119733924611973
Worst-Case,902,4000,616,555632,0.007199009416304317
DNA,903,2909,20,18060,0.16107419712070875
Worst-Case,903,4000,616,556248,0.0071910370913693174
DNA,904,2910,20,18080,0.1609513274336283
Worst-Case,904,4000,616,556864,0.007183082404321342
DNA,905,2911,20,18100,0.16082872928176795
Worst-Case,905,4000,616,557480,0.007175145296692258
DNA,906,2912,20,18120,0.16070640176600443
Worst-Case,906,4000,616,558096,0.007167225710272068
DNA,907,2913,20,18140,0.1605843439911797
Worst-Case,907,4000,616,558712,0.00715932358710749
DNA,908,2914,20,18160,0.1604625550660793
Worst-Case,908,4000,616,559328,0.007151438869500543
DNA,909,2915,20,18180,0.16034103410341033
Worst-Case,909,4000,616,559944,0.007143571500007144
DNA,910,2916,20,18200,0.16021978021978023
Worst-Case,910,4000,616,560560,0.007135721421435707
DNA,911,2917,20,18220,0.16009879253567508
Worst-Case,911,4000,616,561176,0.007127888576845767
DNA,912,2918,20,18240,0.1599780701754386
Worst-Case,912,4000,616,561792,0.007120072909546594
DNA,913,2919,20,18260,0.15985761226725081
Worst-Case,913,4000,616,562408,0.007112274363095831
DNA,914,2920,20,18280,0.15973741794310722
Worst-Case,914,4000,616,563024,0.007104492881298133
DNA,915,2921,20,18300,0.15961748633879783
Worst-Case,915,4000,616,563640,0.007096728408203818
DNA,916,2922,20,18320,0.15949781659388645
Worst-Case,916,4000,616,564256,0.007088980888107526
DNA,917,2923,20,18340,0.1593784078516903
Worst-Case,917,4000,616,564872,0.007081250265546885
DNA,918,2924,20,18360,0.15925925925925927
Worst-Case,918,4000,616,565488,0.007073536485301191
DNA,919,2925,20,18380,0.1591403699673558
Worst-Case,919,4000,616,566104,0.0070658394923900905
DNA,920,2926,20,18400,0.15902173913043477
Worst-Case,920,4000,616,566720,0.007058159232072276
DNA,921,2927,20,18420,0.15890336590662324
Worst-Case,921,4000,616,567336,0.007050495649844184
DNA,922,2928,20,18440,0.15878524945770064
Worst-Case,922,4000,616,567952,0.007042848691438713
DNA,923,2929,20,18460,0.15866738894907909
Worst-Case,923,4000,616,568568,0.007035218302823936
DNA,924,2930,20,18480,0.15854978354978355
Worst-Case,924,4000,616,569184,0.007027604430201833
DNA,925,2931,20,18500,0.15843243243243244
Worst-Case,925,4000,616,569800,0.00702000702000702
DNA,926,2932,20,18520,0.15831533477321813
Worst-Case,926,4000,616,570416,0.007012426018905501
DNA,927,2933,20,18540,0.1581984897518878
Worst-Case,927,4000,616,571032,0.007004861373793412
DNA,928,2934,20,18560,0.15808189655172414
Worst-Case,928,4000,616,571648,0.006997313031795791
DNA,929,2935,20,18580,0.15796555435952636
Worst-Case,929,4000,616,572264,0.006989780940265332
DNA,930,2936,20,18600,0.1578494623655914
Worst-Case,930,4000,616,572880,0.006982265046781176
DNA,931,2937,20,18620,0.15773361976369496
Worst-Case,931,4000,616,573496,0.006974765299147684
DNA,932,2938,20,18640,0.15761802575107295
Worst-Case,932,4000,616,574112,0.006967281645393233
DNA,933,2939,20,18660,0.157502679528403
Worst-Case,933,4000,616,574728,0.006959814033769018
DNA,934,2940,20,18680,0.15738758029978586
Worst-Case,934,4000,616,575344,0.006952362412747852
DNA,935,2941,20,18700,0.1572727272727273
Worst-Case,935,4000,616,575960,0.0069449267310229875
DNA,936,2942,20,18720,0.15715811965811965
Worst-Case,936,4000,616,576576,0.006937506937506938
DNA,937,2943,20,18740,0.15704375667022413
Worst-Case,937,4000,616,577192,0.006930102981330302
DNA,938,2944,20,18760,0.15692963752665245
Worst-Case,938,4000,616,577808,0.006922714811840611
DNA,939,2945,20,18780,0.1568157614483493
Worst-Case,939,4000,616,578424,0.006915342378601165
DNA,940,2946,20,18800,0.15670212765957447
Worst-Case,940,4000,616,579040,0.006907985631389887
DNA,941,2947,20,18820,0.15658873538788523
Worst-Case,941,4000,616,579656,0.006900644520198187
DNA,942,2948,20,18840,0.1564755838641189
Worst-Case,942,4000,616,580272,0.006893318995229823
DNA,943,2949,20,18860,0.15636267232237538
Worst-Case,943,4000,616,580888,0.006886009006899781
DNA,944,2950,20,18880,0.15625
Worst-Case,944,4000,616,581504,0.00687871450583315
DNA,945,2951,20,18900,0.15613756613756613
Worst-Case,945,4000,616,582120,0.006871435442864014
DNA,946,2952,20,18920,0.15602536997885835
Worst-Case,946,4000,616,582736,0.006864171769034348
DNA,947,2953,20,18940,0.15591341077085533
Worst-Case,947,4000,616,583352,0.0068569234355929185
DNA,948,2954,20,18960,0.1558016877637131
Worst-Case,948,4000,616,583968,0.006849690393994192
DNA,949,2955,20,18980,0.15569020021074817
Worst-Case,949,4000,616,584584,0.006842472595897253
DNA,950,2956,20,19000,0.15557894736842104
Worst-Case,950,4000,616,585200,0.00683526999316473
DNA,951,2957,20,19020,0.15546792849631966
Worst-Case,951,4000,616,585816,0.006828082537861718
DNA,952,2958,20,19040,0.15535714285714286
Worst-Case,952,4000,616,586432,0.00682091018225472
DNA,953,2959,20,19060,0.15524658971668415
Worst-Case,953,4000,616,587048,0.006813752878810591
DNA,954,2960,20,19080,0.15513626834381553
Worst-Case,954,4000,616,587664,0.006806610580195486
DNA,955,2961,20,19100,0.1550261780104712
Worst-Case,955,4000,616,588280,0.0067994832392738154
DNA,956,2962,20,19120,0.1549163179916318
Worst-Case,956,4000,616,588896,0.006792370809107211
DNA,957,2963,20,19140,0.15480668756530824
Worst-Case,957,4000,616,589512,0.006785273242953494
DNA,958,2964,20,19160,0.1546972860125261
Worst-Case,958,4000,616,590128,0.006778190494265651
DNA,959,2965,20,19180,0.1545881126173097
Worst-Case,959,4000,616,590744,0.006771122516690817
DNA,960,2966,20,19200,0.15447916666666667
Worst-Case,960,4000,616,591360,0.006764069264069264
DNA,961,2967,20,19220,0.15437044745057232
Worst-Case,961,4000,616,591976,0.006757030690433396
DNA,962,2968,20,19240,0.15426195426195427
Worst-Case,962,4000,616,592592,0.00675000675000675
DNA,963,2969,20,19260,0.15415368639667706
Worst-Case,963,4000,616,593208,0.006742997397203005
DNA,964,2970,20,19280,0.15404564315352698
Worst-Case,964,4000,616,593824,0.006736002586624993
DNA,965,2971,20,19300,0.15393782383419688
Worst-Case,965,4000,616,594440,0.006729022273063724
DNA,966,2972,20,19320,0.1538302277432712
Worst-Case,966,4000,616,595056,0.006722056411497405
DNA,967,2973,20,19340,0.15372285418821097
Worst-Case,967,4000,616,595672,0.006715104957090479
DNA,968,2974,20,19360,0.15361570247933884
Worst-Case,968,4000,616,596288,0.006708167865192659
DNA,969,2975,20,19380,0.15350877192982457
Worst-Case,969,4000,616,596904,0.006701245091337971
DNA,970,2976,20,19400,0.1534020618556701
Worst-Case,970,4000,616,597520,0.006694336591243808
DNA,971,2977,20,19420,0.15329557157569515
Worst-Case,971,4000,616,598136,0.006687442320809983
DNA,972,2978,20,19440,0.15318930041152262
Worst-Case,972,4000,616,598752,0.006680562236117791
DNA,973,2979,20,19460,0.15308324768756423
Worst-Case,973,4000,616,599368,0.006673696293429079
DNA,974,2980,20,19480,0.15297741273100615
Worst-Case,974,4000,616,599984,0.006666844449185311
DNA,975,2981,20,19500,0.15287179487179486
Worst-Case,975,4000,616,600600,0.00666000666000666
